,ID,Case Number,Block,Primary Type,Description,Location Description,Arrest,Domestic,Year,Latitude,Longitude,Dates,Time
117353,10350245,HY540746,037XX W 57TH PL,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,2015,41.78876767,-87.7164739,12/14/2015,12:00:00
117354,10350250,HY540266,088XX S LOWE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2015,41.73367825,-87.63990158,12/16/2015,18:30:00
117355,10350251,HY540585,111XX S MICHIGAN AVE,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,SMALL RETAIL STORE,TRUE,FALSE,2015,41.69192878,-87.62104013,12/17/2015,11:22:00
117356,10350252,HY540189,097XX S HOYNE AVE,THEFT,OVER $500,STREET,FALSE,FALSE,2015,41.71676376,-87.67467103,12/16/2015,18:30:00
117357,10350253,HY540850,005XX N LARAMIE AVE,BATTERY,SIMPLE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,FALSE,FALSE,2015,41.88903432,-87.75538371,12/17/2015,16:00:00
117358,10350254,HY540242,032XX W 65TH PL,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,FALSE,FALSE,2015,41.77439854,-87.70432664,12/17/2015,8:00:00
117359,10350255,HY540844,086XX S KARLOV AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,2015,41.73603709,-87.72390347,12/9/2015,15:00:00
117360,10350256,HY540929,055XX W DIVISION ST,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,2015,41.90215894,-87.76450755,12/17/2015,17:10:00
117361,10350260,HY540938,003XX S CENTRAL AVE,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,2015,41.87606766,-87.76471327,12/14/2015,0:00:00
117362,10350261,HY540625,024XX W OHIO ST,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2015,41.89210585,-87.68704595,12/16/2015,17:00:00
117363,10350262,HY540951,011XX N KINGSBURY ST,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2015,41.90228169,-87.64688533,12/17/2015,8:00:00
117364,10350263,HY540918,015XX N LAWLER AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE-GARAGE,FALSE,FALSE,2015,41.90842571,-87.7522368,11/24/2015,9:00:00
117365,10350264,HY540906,044XX S DRAKE AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER,FALSE,FALSE,2015,41.81266032,-87.71256546,12/17/2015,15:45:00
117366,10350265,HY540901,051XX S CALUMET AVE,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2015,41.80160911,-87.61773619,12/17/2015,7:30:00
117367,10350268,HY540601,019XX W HENDERSON ST,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,2015,41.94232289,-87.67695663,12/17/2015,0:01:00
117368,10350269,HY540813,008XX N MASSASOIT AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,FALSE,2015,41.89540314,-87.76906322,12/17/2015,15:45:00
117369,10350270,HY540725,041XX N RIDGEWAY AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,2015,41.95629305,-87.72156321,12/17/2015,8:20:00
117370,10350271,HY540724,025XX W IRVING PARK RD,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,2015,41.95399711,-87.69256052,12/17/2015,14:55:00
117371,10350272,HY540804,016XX W CHASE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2015,42.01382287,-87.67119907,12/8/2015,20:00:00
117372,10350273,HY540941,014XX N WASHTENAW AVE,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,"SCHOOL, PUBLIC, GROUNDS",TRUE,FALSE,2015,41.90709251,-87.69446985,12/17/2015,16:00:00
117373,10350274,HY540833,013XX W MELROSE ST,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,2015,41.94068723,-87.66222336,12/15/2015,3:11:00
117374,10350276,HY540678,015XX W THOMAS ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2015,41.90155147,-87.66592829,12/16/2015,21:00:00
117375,10350277,HY540960,0000X E GRAND AVE,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,2015,41.8916925,-87.62621462,12/17/2015,17:10:00
117376,10350278,HY540687,035XX W NORTH AVE,THEFT,$500 AND UNDER,GAS STATION,FALSE,FALSE,2015,41.91000536,-87.71575991,12/17/2015,11:44:00
117377,10350279,HY540957,048XX W ADAMS ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,2015,41.87858402,-87.74614731,12/17/2015,16:25:00
117378,10350280,HY540899,002XX N LAFLIN ST,THEFT,OVER $500,STREET,FALSE,FALSE,2015,41.88567477,-87.66429408,12/12/2015,2:00:00
117379,10350281,HY540977,020XX W EVERGREEN AVE,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,FALSE,FALSE,2015,41.90599268,-87.67850077,12/17/2015,13:45:00
117380,10350282,HY540927,044XX S CALUMET AVE,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,2015,41.8141429,-87.61828633,12/16/2015,18:00:00
117381,10350283,HY540962,063XX S CALUMET AVE,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,2015,41.77884801,-87.61729636,12/17/2015,16:00:00
117382,10350284,HY540909,078XX S LOOMIS BLVD,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,2015,41.75151242,-87.65861611,11/3/2015,0:01:00
117383,10350285,HY540845,048XX W OHIO ST,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,"SCHOOL, PUBLIC, BUILDING",FALSE,TRUE,2015,41.89137266,-87.74677209,12/17/2015,13:36:00
117384,10350286,HY540873,050XX W MADISON ST,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2015,41.88042311,-87.75108416,12/17/2015,16:08:00
117385,10350287,HY540800,001XX N STATE ST,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,2015,41.88350019,-87.6278767,12/17/2015,14:45:00
117386,10350288,HY540857,008XX N TRUMBULL AVE,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,2015,41.89596839,-87.71267027,12/17/2015,15:39:00
117387,10350290,HY540965,052XX W JACKSON BLVD,CRIMINAL TRESPASS,TO LAND,GAS STATION,TRUE,FALSE,2015,41.87665055,-87.7555871,12/17/2015,17:27:00
117388,10350291,HY540936,035XX W 65TH ST,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,2015,41.7751956,-87.71110115,12/16/2015,23:30:00
117389,10350292,HY540871,031XX W MONTROSE AVE,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,2015,41.96120137,-87.70610702,12/17/2015,16:30:00
117390,10350293,HY540884,065XX S HAMLIN AVE,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,FALSE,FALSE,2015,41.77486098,-87.71775832,12/16/2015,20:00:00
117391,10350295,HY540971,061XX N CLAREMONT AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE-GARAGE,FALSE,FALSE,2015,41.99313699,-87.68851893,12/16/2015,10:00:00
117392,10350296,HY540946,044XX W CONGRESS PKWY,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,2015,41.87421515,-87.73655995,12/17/2015,16:00:00
117393,10350297,HY541008,091XX S WABASH AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,2015,41.72895812,-87.62240068,12/17/2015,16:40:00
117394,10350298,HY540919,021XX S TRUMBULL AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,2015,41.85255172,-87.7111705,12/17/2015,16:54:00
117395,10350299,HY541003,032XX W 61ST ST,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,2015,41.7825827,-87.70495064,12/17/2015,13:00:00
117396,10350300,HY540741,026XX S PULASKI RD,ASSAULT,AGGRAVATED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2015,41.84326534,-87.72452381,12/17/2015,14:00:00
117397,10350306,HY541018,0000X W HUBBARD ST,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,FALSE,FALSE,2015,41.89003202,-87.63020308,12/11/2015,2:00:00
117398,10350307,HY540953,085XX S COTTAGE GROVE AVE,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,2015,41.73926587,-87.60489375,12/17/2015,16:55:00
117399,10350315,HY539450,049XX S DREXEL BLVD,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,2015,41.80534153,-87.60380831,12/16/2015,13:30:00
117400,10350316,HY540590,043XX S PRAIRIE AVE,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,2015,41.81583986,-87.6197715,12/17/2015,13:05:00
117401,10350317,HY540969,076XX S CICERO AVE,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,2015,41.75459296,-87.74152854,12/17/2015,16:25:00
117402,10350318,HY540610,083XX S RACINE AVE,CRIMINAL DAMAGE,TO PROPERTY,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,2015,41.74253872,-87.65352517,12/16/2015,14:45:00
117403,10350319,HY539830,006XX E 40TH ST,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,2015,41.82145437,-87.61094824,12/16/2015,18:50:00
117404,10350320,HY541009,048XX W OHIO ST,NARCOTICS,FOUND SUSPECT NARCOTICS,"SCHOOL, PRIVATE, GROUNDS",TRUE,FALSE,2015,41.89137266,-87.74677209,12/17/2015,16:30:00
117405,10350321,HY540991,013XX S SPAULDING AVE,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,2015,41.86394804,-87.70803132,12/17/2015,17:30:00
117406,10350322,HY540974,092XX S PRAIRIE AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,FALSE,FALSE,2015,41.72635321,-87.61789055,12/14/2015,5:00:00
117407,10350323,HY540940,048XX S VINCENNES AVE,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,2015,41.80627762,-87.61386232,12/17/2015,9:00:00
117408,10350324,HY540913,014XX S LAKE SHORE DR W,THEFT,$500 AND UNDER,OTHER,FALSE,FALSE,2015,41.86363489,-87.61904574,12/12/2015,18:00:00
117409,10350326,HY540933,071XX S MORGAN ST,ROBBERY,ATTEMPT: ARMED-HANDGUN,STREET,FALSE,FALSE,2015,41.76467363,-87.64925584,12/17/2015,16:45:00
117410,10350327,HY540898,007XX S KILBOURN AVE,THEFT,$500 AND UNDER,APARTMENT,FALSE,TRUE,2015,41.87113162,-87.73781127,12/17/2015,16:00:00
117411,10350328,HY540740,048XX S VINCENNES AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,2015,41.80627762,-87.61386232,12/17/2015,14:10:00
117412,10350329,HY540888,076XX S MICHIGAN AVE,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,2015,41.75592077,-87.62148747,12/17/2015,16:19:00
117413,10350330,HY540811,040XX S PRAIRIE AVE,THEFT,$500 AND UNDER,ALLEY,FALSE,FALSE,2015,41.82136776,-87.61992292,12/17/2015,15:00:00
117414,10350331,HY540972,046XX S HALSTED ST,ROBBERY,ARMED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2015,41.809861,-87.64556572,12/17/2015,17:25:00
117415,10350332,HY540885,007XX E 82ND ST,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,2015,41.74578909,-87.60576177,12/17/2015,13:45:00
117416,10350333,HY540921,018XX W GARFIELD BLVD,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PRIVATE, BUILDING",FALSE,FALSE,2015,41.79396233,-87.67012239,12/17/2015,15:30:00
117417,10350334,HY540732,040XX S WABASH AVE,THEFT,$500 AND UNDER,RESIDENCE,FALSE,TRUE,2015,41.82115354,-87.62477167,12/17/2015,13:00:00
117418,10350338,HY541023,002XX S WESTERN AVE,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,2015,41.87830667,-87.68635881,12/17/2015,18:05:00
117419,10350340,HY540943,053XX N WINTHROP AVE,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,2015,41.97897093,-87.65788632,12/17/2015,16:55:00
117420,10350341,HY541004,045XX S DREXEL BLVD,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,TRUE,2015,41.81250532,-87.604435,12/17/2015,16:30:00
117421,10350342,HY540970,021XX S MICHIGAN AVE,CRIMINAL TRESPASS,TO LAND,CHA HALLWAY/STAIRWELL/ELEVATOR,TRUE,FALSE,2015,41.85393075,-87.62384107,12/17/2015,17:08:00
117422,10350343,HY540999,014XX N HALSTED ST,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,2015,41.90691069,-87.64817662,12/14/2015,20:00:00
117423,10350345,HY541017,005XX W BARRY AVE,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,2015,41.9376842,-87.64264296,12/17/2015,17:00:00
117424,10350349,HY541014,0000X N STATE ST,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,2015,41.88247092,-87.62784763,12/17/2015,17:37:00
117425,10350351,HY541049,033XX S MORGAN ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,FALSE,2015,41.8345675,-87.6510587,12/16/2015,23:30:00
117426,10350353,HY540892,019XX E 75TH ST,ASSAULT,SIMPLE,"SCHOOL, PRIVATE, BUILDING",TRUE,FALSE,2015,41.75886825,-87.57683886,12/17/2015,15:30:00
117427,10350354,HY540851,074XX N WOLCOTT AVE,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,2015,42.01704043,-87.67765346,12/17/2015,15:05:00
117428,10350355,HY540995,032XX W 61ST ST,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,2015,41.7825827,-87.70495064,12/17/2015,13:00:00
117429,10350358,HY541048,001XX W RANDOLPH ST,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,2015,41.88447623,-87.63131061,12/17/2015,17:30:00
117430,10350359,HY541029,014XX W TAYLOR ST,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,FALSE,FALSE,2015,41.86931336,-87.66331554,12/1/2015,9:00:00
117431,10350360,HY540854,029XX W WALTON ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2015,41.89803155,-87.7010065,12/17/2015,16:00:00
117432,10350361,HY540730,091XX S PAXTON AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,2015,41.72885134,-87.57065553,12/17/2015,13:00:00
117433,10350364,HY540986,072XX S EAST END AVE,THEFT,$500 AND UNDER,VACANT LOT/LAND,FALSE,FALSE,2015,41.76363555,-87.5836079,12/9/2015,12:00:00
117434,10350365,HY541058,006XX E 40TH ST,ASSAULT,SIMPLE,STREET,FALSE,FALSE,2015,41.82145449,-87.61096658,12/16/2015,20:00:00
117435,10350366,HY540562,087XX S STONY ISLAND AVE,THEFT,OVER $500,DEPARTMENT STORE,FALSE,FALSE,2015,41.73627709,-87.58521219,12/13/2015,23:15:00
117436,10350368,HY537398,029XX E 78TH ST,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,STREET,FALSE,FALSE,2015,41.75402331,-87.55366405,12/14/2015,20:29:00
117437,10350369,HY540762,073XX N SHERIDAN RD,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,2015,42.01421603,-87.66422914,12/17/2015,13:30:00
117438,10350370,HY541068,007XX S KEELER AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,2015,41.87125403,-87.73024298,12/17/2015,17:58:00
117439,10350371,HY541076,043XX N KEYSTONE AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,FALSE,TRUE,2015,41.95951227,-87.72938575,12/17/2015,14:00:00
