,ID,Case Number,Block,Primary Type,Description,Location Description,Arrest,Domestic,Year,Latitude,Longitude,Dates,Time
395624,10775725,HZ542209,082XX S COTTAGE GROVE AVE,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,TRUE,FALSE,2016,41.74506017,-87.60506278,12/6/2016,14:16:00
395625,10775727,HZ541955,009XX W WILSON AVE,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,FALSE,FALSE,2016,41.96545532,-87.65316812,12/6/2016,11:00:00
395626,10775728,HZ542088,015XX W TAYLOR ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER,FALSE,FALSE,2016,41.86928905,-87.6647954,12/5/2016,21:38:00
395627,10775731,HZ542265,044XX N BROADWAY,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,BANK,FALSE,FALSE,2016,41.96222238,-87.65544168,12/4/2016,15:30:00
395628,10775732,HZ542259,060XX S TRIPP AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,FALSE,FALSE,2016,41.78326331,-87.72899665,12/5/2016,22:00:00
395629,10775733,HZ542221,074XX S SOUTH SHORE DR,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2016,41.76167803,-87.55825566,12/6/2016,13:10:00
395630,10775734,HZ542086,040XX N KOLMAR AVE,THEFT,$500 AND UNDER,STREET,TRUE,FALSE,2016,41.95407735,-87.74177118,12/6/2016,11:02:00
395631,10775735,HZ542274,0000X W WACKER DR,THEFT,OVER $500,SIDEWALK,FALSE,FALSE,2016,41.88693192,-87.6298992,12/6/2016,15:15:00
395632,10775736,HZ542251,018XX N LAWNDALE AVE,THEFT,FROM BUILDING,ATHLETIC CLUB,FALSE,FALSE,2016,41.91440324,-87.71913072,12/1/2016,17:00:00
395633,10775737,HZ542281,023XX S TRUMBULL AVE,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,TRUE,FALSE,2016,41.84938539,-87.71127092,12/6/2016,14:04:00
395634,10775739,HZ542248,002XX N LA SALLE ST,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,2016,41.88587179,-87.63245215,12/6/2016,15:00:00
395635,10775740,HZ542159,031XX W WILSON AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,2016,41.96470812,-87.70755076,11/23/2016,12:00:00
395636,10775741,HZ542263,026XX W 79TH ST,BURGLARY,UNLAWFUL ENTRY,OTHER,FALSE,FALSE,2016,41.75004881,-87.69052872,12/3/2016,12:00:00
395637,10775742,HZ542039,109XX S DOTY AVE E,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,2016,41.69590816,-87.59582281,12/6/2016,12:02:00
395638,10775743,HZ542201,067XX S NORMAL BLVD,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,SIDEWALK,FALSE,TRUE,2016,41.77183589,-87.63731687,12/6/2016,14:08:00
395639,10775744,HZ541905,066XX S NORMAL BLVD,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,2016,41.77294751,-87.63689427,12/6/2016,9:30:00
395640,10775745,HZ541829,061XX S WOLCOTT AVE,CRIMINAL DAMAGE,TO PROPERTY,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,2016,41.78227994,-87.67155906,11/28/2016,17:00:00
395641,10775747,HZ541919,009XX W GARFIELD BLVD,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,2016,41.79387604,-87.64932313,12/6/2016,10:10:00
395642,10775748,HZ542240,011XX W OHIO ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,FALSE,2016,41.89219108,-87.65565381,12/6/2016,12:00:00
395643,10775751,HZ541794,070XX S EGGLESTON AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,2016,41.76667667,-87.63596871,12/6/2016,8:45:00
395644,10775752,HZ542288,014XX S KOMENSKY AVE,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,2016,41.86202888,-87.72627316,12/6/2016,15:10:00
395645,10775753,HZ541801,058XX S SANGAMON ST,THEFT,$500 AND UNDER,APARTMENT,FALSE,TRUE,2016,41.78859207,-87.64865693,12/6/2016,8:50:00
395646,10775754,HZ542295,076XX S VINCENNES AVE,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,TRUE,FALSE,2016,41.75609179,-87.63234134,12/6/2016,14:49:00
395647,10775757,HZ542312,071XX S ASHLAND AVE,THEFT,RETAIL THEFT,GAS STATION,FALSE,FALSE,2016,41.76468239,-87.66378579,12/6/2016,15:30:00
395648,10775758,HZ542264,039XX N SHERIDAN RD,BATTERY,SIMPLE,GROCERY FOOD STORE,FALSE,FALSE,2016,41.9538993,-87.65452992,12/6/2016,15:00:00
395649,10775759,HZ542068,079XX S ELLIS AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,TRUE,2016,41.75039781,-87.60031165,12/6/2016,12:00:00
395650,10775760,HZ542282,010XX W WILSON AVE,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,2016,41.96541004,-87.65665071,12/6/2016,15:05:00
395651,10775761,HZ542174,018XX W 80TH ST,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,2016,41.74846576,-87.66889418,12/5/2016,10:10:00
395652,10775762,HZ542277,001XX N LA SALLE ST,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,2016,41.8833688,-87.6324134,12/6/2016,12:20:00
395653,10775763,HZ542309,015XX N DAMEN AVE,THEFT,OVER $500,STREET,FALSE,FALSE,2016,41.9090189,-87.67742282,12/6/2016,13:45:00
395654,10775764,HZ542273,012XX S WABASH AVE,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,2016,41.86681074,-87.62581703,12/6/2016,14:30:00
395655,10775765,HZ542302,034XX N SOUTHPORT AVE,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,2016,41.94390794,-87.66393189,12/6/2016,15:16:00
395656,10775766,HZ542321,016XX N DAMEN AVE,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,2016,41.91098956,-87.67747612,12/6/2016,16:00:00
395657,10775767,HZ542211,036XX N HALSTED ST,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,2016,41.94813137,-87.6495109,12/6/2016,14:15:00
395658,10775768,HZ542232,006XX N DEARBORN ST,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,BANK,FALSE,FALSE,2016,41.89264958,-87.62968221,12/2/2016,23:35:00
395659,10775770,HZ542299,013XX S MICHIGAN AVE,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,2016,41.86504106,-87.62409638,12/6/2016,15:20:00
395660,10775772,HZ541981,046XX S DAMEN AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2016,41.80944597,-87.67496226,12/5/2016,10:00:00
395661,10775774,HZ542365,083XX S ELIZABETH ST,ASSAULT,SIMPLE,OTHER,FALSE,FALSE,2016,41.74268586,-87.65474015,12/6/2016,16:00:00
395662,10775777,HZ542308,039XX N LAWNDALE AVE,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,2016,41.95238912,-87.72022196,12/6/2016,15:13:00
395663,10775779,HZ542368,007XX E 103RD ST,CRIMINAL TRESPASS,TO LAND,GAS STATION,TRUE,FALSE,2016,41.70745573,-87.60563749,12/6/2016,16:21:00
395664,10775780,HZ542285,064XX S GREEN ST,ASSAULT,SIMPLE,APARTMENT,TRUE,FALSE,2016,41.77690708,-87.6459326,12/6/2016,14:56:00
395665,10775781,HZ542310,0000X W HUBBARD ST,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,2016,41.89005721,-87.62849134,12/6/2016,15:51:00
395666,10775782,HZ542231,003XX E 132ND ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2016,41.65561643,-87.61411078,12/6/2016,13:45:00
395667,10775784,HZ542403,030XX W CARROLL AVE,BATTERY,SIMPLE,STREET,FALSE,TRUE,2016,41.88757134,-87.70215633,12/6/2016,16:10:00
395668,10775785,HZ542199,089XX S RACINE AVE,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,2016,41.73140592,-87.65321026,12/4/2016,21:00:00
395669,10775786,HZ542369,016XX E 85TH PL,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,2016,41.73966555,-87.58425318,12/6/2016,16:32:00
395670,10775787,HZ542144,007XX N PULASKI RD,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,2016,41.89427265,-87.72605239,12/6/2016,11:00:00
395671,10775788,HZ542435,016XX E 69TH ST,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,2016,41.76971817,-87.58422258,12/6/2016,13:00:00
395672,10775789,HZ537167,086XX S MICHIGAN AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,2016,41.73734713,-87.62101479,11/22/2016,21:28:00
395673,10775790,HZ540842,099XX S DR MARTIN LUTHER KING JR DR,THEFT,$500 AND UNDER,GOVERNMENT BUILDING/PROPERTY,FALSE,FALSE,2016,41.71447057,-87.61397512,12/3/2016,12:00:00
395674,10775791,HZ542135,047XX W WEST END AVE,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,TRUE,FALSE,2016,41.88315079,-87.74353491,12/6/2016,12:51:00
395675,10775792,HZ542444,016XX N LOTUS AVE,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,2016,41.90991713,-87.76178986,12/5/2016,13:30:00
395676,10775793,HZ541370,007XX N SACRAMENTO BLVD,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2016,41.89399011,-87.70215558,11/22/2016,23:20:00
395677,10775795,HZ542137,038XX N MONTICELLO AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2016,41.95058757,-87.71894522,12/3/2016,9:00:00
395678,10775796,HZ542351,047XX N SPAULDING AVE,ROBBERY,STRONGARM - NO WEAPON,OTHER,FALSE,FALSE,2016,41.96725092,-87.71088673,12/6/2016,15:30:00
395679,10775797,HZ542337,070XX S PARNELL AVE,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,DAY CARE CENTER,FALSE,FALSE,2016,41.76665566,-87.63838824,12/6/2016,8:30:00
395680,10775798,HZ542271,058XX S PRINCETON AVE,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,FALSE,FALSE,2016,41.78800814,-87.63282612,11/14/2016,0:00:00
395681,10775799,HZ542422,051XX S PAULINA ST,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,2016,41.8003011,-87.66718536,12/6/2016,9:00:00
395682,10775803,HZ542178,021XX W 49TH PL,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,FALSE,FALSE,2016,41.80392392,-87.67774392,12/3/2016,22:00:00
395683,10775804,HZ542356,066XX S RHODES AVE,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,FALSE,FALSE,2016,41.77404455,-87.61188007,12/6/2016,16:00:00
395684,10775805,HZ542316,009XX N MASSASOIT AVE,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,TRUE,TRUE,2016,41.89754401,-87.7691362,12/6/2016,16:00:00
395685,10775808,HZ542237,070XX S MAY ST,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,2016,41.76597152,-87.65292596,12/6/2016,12:30:00
395686,10775810,HZ542242,011XX S FRANCISCO AVE,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,FALSE,2016,41.86773704,-87.69837903,12/6/2016,14:22:00
395687,10775812,HZ542374,036XX W FRANKLIN BLVD,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,2016,41.8899544,-87.71649297,12/6/2016,16:40:00
395688,10775820,HZ542375,038XX N KEDZIE AVE,DECEPTIVE PRACTICE,FORGERY,OTHER,FALSE,FALSE,2016,41.95101662,-87.70793835,12/5/2016,14:27:00
395689,10775823,HZ542455,005XX N HAMLIN AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,FALSE,2016,41.89071978,-87.72105812,12/6/2016,17:20:00
395690,10775824,HZ542447,007XX N AVERS AVE,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,2016,41.89421473,-87.72237637,12/6/2016,17:25:00
395691,10775826,HZ542284,032XX N DAMEN AVE,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,2016,41.94080804,-87.67839093,12/6/2016,15:16:00
395692,10775827,HZ541476,085XX S MAY ST,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,2016,41.73873001,-87.65220232,12/5/2016,22:25:00
395693,10775829,HZ542185,096XX S BRENNAN AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,TRUE,2016,41.71975186,-87.56786575,11/4/2016,12:50:00
395694,10775831,HZ542505,0000X N STATE ST,OTHER OFFENSE,TELEPHONE THREAT,OTHER,FALSE,TRUE,2016,41.88233367,-87.62784179,12/6/2016,10:30:00
395695,10775832,HZ542380,051XX S LAFLIN ST,ROBBERY,ARMED: HANDGUN,ALLEY,FALSE,FALSE,2016,41.80050881,-87.66232371,12/6/2016,16:30:00
395696,10775834,HZ541999,005XX W HARRISON ST,BATTERY,SIMPLE,GOVERNMENT BUILDING/PROPERTY,FALSE,FALSE,2016,41.87438184,-87.64153679,12/6/2016,11:00:00
395697,10775837,HZ542390,045XX S TALMAN AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,2016,41.81139807,-87.69063101,11/30/2016,9:00:00
395698,10775838,HZ542254,030XX W MARQUETTE RD,BATTERY,AGGRAVATED: HANDGUN,APARTMENT,TRUE,FALSE,2016,41.77172152,-87.69959079,12/6/2016,14:48:00
395699,10775839,HZ542469,079XX S SAGINAW AVE,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,SIDEWALK,TRUE,FALSE,2016,41.75135862,-87.56016455,12/6/2016,17:20:00
395700,10775840,HZ542366,003XX S DEARBORN ST,THEFT,$500 AND UNDER,CTA TRAIN,FALSE,FALSE,2016,41.87766908,-87.62928477,12/6/2016,15:40:00
395701,10775842,HZ542252,007XX S WELLS ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,FALSE,FALSE,2016,41.87302197,-87.63359492,9/20/2016,12:00:00
395702,10775845,HZ542318,011XX N LARRABEE ST,BATTERY,PRO EMP HANDS NO/MIN INJURY,JAIL / LOCK-UP FACILITY,TRUE,FALSE,2016,41.90311305,-87.64319935,12/6/2016,15:54:00
395703,10775846,HZ542498,030XX N LEAVITT ST,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2016,41.93675432,-87.6831295,12/6/2016,16:42:00
395704,10775847,HZ542497,030XX N LEAVITT ST,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2016,41.93675432,-87.6831295,12/5/2016,14:51:00
395705,10775850,HZ542414,112XX S EGGLESTON AVE,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,2016,41.6901853,-87.6338628,12/6/2016,16:50:00
395706,10775852,HZ542483,029XX W BYRON ST,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE,FALSE,FALSE,2016,41.95213908,-87.70093887,12/2/2016,21:00:00
395707,10775853,HZ542360,011XX S PULASKI RD,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,TRUE,FALSE,2016,41.86680096,-87.72520004,12/6/2016,15:56:00
395708,10775854,HZ542515,029XX W HARRISON ST,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2016,41.87376574,-87.69929605,12/6/2016,17:40:00
395709,10775855,HZ542266,106XX S SPAULDING AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,2016,41.69987792,-87.7035557,11/25/2016,9:00:00
395710,10775856,HZ542393,067XX S WABASH AVE,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2016,41.77206131,-87.6234756,12/6/2016,9:20:00
395711,10775858,HZ542317,016XX W 106TH ST,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,2016,41.70113232,-87.66284887,9/15/2016,9:00:00
395712,10775859,HZ542520,0000X N STATE ST,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,2016,41.88253954,-87.62785054,12/6/2016,17:05:00
395713,10775861,HZ542461,001XX W VAN BUREN ST,THEFT,OVER $500,SIDEWALK,FALSE,FALSE,2016,41.87688104,-87.63100452,12/6/2016,17:15:00
395714,10775863,HZ542246,0000X N MICHIGAN AVE,THEFT,$500 AND UNDER,RESTAURANT,FALSE,FALSE,2016,41.88242485,-87.62437788,12/6/2016,12:00:00
395715,10775864,HZ542557,028XX W WILCOX ST,THEFT,OVER $500,STREET,FALSE,FALSE,2016,41.87924324,-87.69730674,12/6/2016,2:00:00
395716,10775866,HZ542546,023XX W 51ST ST,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,2016,41.80113396,-87.68225781,12/5/2016,23:00:00
395717,10775867,HZ542539,001XX W 18TH ST,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,FALSE,FALSE,2016,41.85778928,-87.62965704,12/6/2016,17:35:00
395718,10775868,HZ542555,001XX N STATE ST,THEFT,FROM BUILDING,SMALL RETAIL STORE,FALSE,FALSE,2016,41.88350019,-87.6278767,12/6/2016,17:00:00
395719,10775869,HZ542313,013XX S LAWNDALE AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,2016,41.86367691,-87.71778454,12/6/2016,10:45:00
395720,10775870,HZ542164,083XX S STEWART AVE,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,FALSE,FALSE,2016,41.74271022,-87.63408818,10/8/2016,5:20:00
395721,10775871,HZ542549,075XX S EGGLESTON AVE,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,TRUE,2016,41.75758311,-87.63568966,12/6/2016,17:00:00
395722,10775872,HZ542417,006XX S STATE ST,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,TRUE,FALSE,2016,41.87374539,-87.6275911,12/6/2016,16:45:00
395723,10775873,HZ542420,040XX E 134TH ST,THEFT,FROM BUILDING,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,2016,41.65143133,-87.52725823,12/5/2016,14:30:00
395724,10775874,HZ542522,012XX S WABASH AVE,CRIMINAL TRESPASS,TO LAND,GAS STATION,TRUE,FALSE,2016,41.86684367,-87.62581667,12/6/2016,18:20:00
395725,10775875,HZ542545,016XX N WELLS ST,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,FALSE,FALSE,2016,41.91221942,-87.63474307,12/6/2016,14:00:00
395726,10775876,HZ542156,023XX S DRAKE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2016,41.84888807,-87.71369814,12/6/2016,13:45:00
395727,10775877,HZ542362,048XX S KOSTNER AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,2016,41.8052594,-87.7333014,12/6/2016,7:50:00
395728,10775879,HZ541284,014XX S CANAL ST,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,FALSE,FALSE,2016,41.86231433,-87.6390898,12/5/2016,18:20:00
395729,10775880,HZ542560,0000X E HUBBARD ST,THEFT,POCKET-PICKING,STREET,FALSE,FALSE,2016,41.89007139,-87.62767218,12/5/2016,23:00:00
395730,10775881,HZ542404,072XX S ARTESIAN AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),TRUE,TRUE,2016,41.76226768,-87.68439925,12/6/2016,17:00:00
395731,10775882,HZ542297,056XX S INDIANA AVE,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,2016,41.79192421,-87.62077389,12/6/2016,15:15:00
395732,10775883,HZ542373,047XX W 79TH ST,PUBLIC PEACE VIOLATION,BOMB THREAT,BANK,FALSE,FALSE,2016,41.74917575,-87.74047524,12/5/2016,14:25:00
395733,10775885,HZ542533,061XX S KILPATRICK AVE,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,2016,41.78139114,-87.73994394,12/6/2016,4:30:00
395734,10775886,HZ542319,052XX W CUYLER AVE,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,FALSE,2016,41.95419972,-87.75829523,12/1/2016,13:30:00
395735,10775887,HZ542532,003XX W MADISON ST,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,STREET,FALSE,FALSE,2016,41.8819087,-87.6373501,12/2/2016,12:00:00
395736,10775889,HZ542392,036XX W 55TH ST,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,2016,41.793348,-87.71394367,12/6/2016,12:00:00
395737,10775891,HZ542079,034XX W 72ND ST,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,2016,41.7624713,-87.70876096,12/5/2016,23:00:00
395738,10775892,HZ542535,015XX E 53RD ST,THEFT,OVER $500,SMALL RETAIL STORE,FALSE,FALSE,2016,41.79954585,-87.58887406,12/6/2016,17:30:00
395739,10775893,HZ542367,068XX S ROCKWELL ST,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,FALSE,FALSE,2016,41.76962226,-87.68827318,12/6/2016,16:00:00
395740,10775894,HZ542437,076XX S HOMAN AVE,THEFT,POCKET-PICKING,"SCHOOL, PRIVATE, GROUNDS",FALSE,FALSE,2016,41.75412154,-87.70746025,12/6/2016,14:25:00
395741,10775896,HZ542183,037XX W PIPPIN ST,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,FALSE,FALSE,2016,41.75358797,-87.71688782,12/5/2016,16:00:00
395742,10775898,HZ542585,037XX W 75TH PL,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2016,41.75644869,-87.71761544,12/6/2016,10:00:00
395743,10775899,HZ542561,008XX N ASHLAND AVE,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,2016,41.896285,-87.66729807,12/5/2016,19:30:00
395744,10775900,HZ542448,005XX W 46TH ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2016,41.81081447,-87.63892355,12/6/2016,17:00:00
395745,10775902,HZ542228,062XX S KEDVALE AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,BANK,FALSE,FALSE,2016,41.77960821,-87.72644985,11/30/2016,14:00:00
395746,10775903,HZ542581,016XX N WASHTENAW AVE,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,FALSE,FALSE,2016,41.91103649,-87.69456279,12/6/2016,19:00:00
395747,10775904,HZ542504,067XX S OAKLEY AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,2016,41.77131221,-87.68088783,12/6/2016,17:45:00
395748,10775906,HZ538077,061XX S ARCHER AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2016,41.79430559,-87.77156441,12/3/2016,4:30:00
395749,10775907,HZ542513,040XX W NELSON ST,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,2016,41.93634624,-87.7279468,12/6/2016,18:00:00
395750,10775908,HZ542568,090XX S STONY ISLAND AVE,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,VEHICLE NON-COMMERCIAL,TRUE,FALSE,2016,41.73049952,-87.58551004,12/6/2016,17:30:00
395751,10775909,HZ542372,044XX N LINCOLN AVE,THEFT,$500 AND UNDER,LIBRARY,FALSE,FALSE,2016,41.9623241,-87.68444327,12/6/2016,16:30:00
395752,10775910,HZ542268,069XX S SOUTH SHORE DR,INTIMIDATION,INTIMIDATION,RESIDENCE,FALSE,TRUE,2016,41.76916785,-87.56653075,12/6/2016,14:38:00
395753,10775911,HZ542269,049XX S LAPORTE AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,2016,41.80346803,-87.74670895,12/5/2016,14:00:00
395754,10775912,HZ542358,063XX S FAIRFIELD AVE,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,2016,41.77821715,-87.6921503,12/5/2016,16:32:00
395755,10775913,HZ542495,003XX E GARFIELD BLVD,THEFT,POCKET-PICKING,CTA TRAIN,FALSE,FALSE,2016,41.79476607,-87.61836973,12/6/2016,17:00:00
395756,10775914,HZ542528,060XX S KEELER AVE,CRIMINAL TRESPASS,TO STATE SUP LAND,"SCHOOL, PUBLIC, GROUNDS",TRUE,FALSE,2016,41.78350117,-87.72778444,12/6/2016,17:30:00
395757,10775915,HZ542600,112XX S BISHOP ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,2016,41.68893571,-87.65849422,12/2/2016,6:00:00
395758,10775916,HZ542459,049XX S KEELER AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,FALSE,2016,41.80324658,-87.72835044,12/6/2016,17:08:00
395759,10775917,HZ542593,006XX N STATE ST,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,2016,41.89303789,-87.628117,12/6/2016,18:13:00
395760,10775918,HZ542398,088XX S EXCHANGE AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2016,41.73508427,-87.55276469,12/6/2016,16:15:00
395761,10775919,HZ542517,061XX S DR MARTIN LUTHER KING JR DR,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,2016,41.78289679,-87.61568937,12/5/2016,20:30:00
395762,10775920,HZ542465,026XX W OGDEN AVE,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2016,41.86293833,-87.69115404,12/6/2016,7:00:00
395763,10775921,HZ542588,095XX S STATE ST,BATTERY,SIMPLE,CTA TRAIN,FALSE,FALSE,2016,41.72118063,-87.62371719,12/6/2016,18:30:00
395764,10775922,HZ542592,070XX S CLYDE AVE,OTHER OFFENSE,TELEPHONE THREAT,OTHER,FALSE,TRUE,2016,41.76693886,-87.57387387,12/5/2016,15:30:00
395765,10775923,HZ542466,011XX N MASON AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,2016,41.90103985,-87.77411948,12/3/2016,14:00:00
395766,10775924,HZ540890,036XX S UNION AVE,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE,FALSE,FALSE,2016,41.82801629,-87.64359925,11/17/2016,13:00:00
395767,10775925,HZ542559,002XX S WABASH AVE,THEFT,OVER $500,CTA TRAIN,FALSE,FALSE,2016,41.87920284,-87.62611365,12/6/2016,16:00:00
